adjusted_date,headline,summary
2023-01-16 05:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session Piper Sandler Downgrades Bank of America  What Investors Need To Know Oppenheimer Maintains Outperform on Bank of America, Lowers Price Target to  50 Why Bank Of America Shares Are Falling Tuesday Benzinga's Top Ratings Upgrades, Downgrades For January 17, 2023","This whale alert can help traders discover the next big trading opportunities.    Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner. Bank of America Corp  NYSE  BAC  is facing some uncertainty for its future financial performance, leading analysts at Piper Sandler to downgrade the stock. nan Bank of America Corp  NYSE  BAC  shares are trading lower by 2.68  to  34.29 Tuesday morning after Piper Sandler downgraded the stock to Underweight.  "
2023-01-17 05:00:00+00:00,"Bank Of America CEO Said Rate Of Growth Of Consumer Spending Is Slowing Down CBOE Volatility Index Settles At One Year Low As Banks Kick Off Quarterly Earnings Season Piper Sandler Downgrades Bank of America to Underweight, Lowers Price Target to  33 Investor Optimism Improves Further After US Stocks Notch Weekly Gains","nan US stocks closed higher on Friday, with the S&amp P 500 and Nasdaq closing at their strongest levels in a month, as banks kicked off the quarterly earnings season. nan The CNN Money Fear and Greed index showed further improvement in the overall sentiment among US investors.    US stocks closed higher on Friday following the release of earnings from big banks. The S&amp P and Nasdaq both recorded their second straight positive week, with the tech laden Nasdaq climbing around 4.8  during the week."
2023-01-22 05:00:00+00:00,"Wells Fargo And Other Banks Join Forces To Tap  2T Payments App Market Against Apple Pay, PayPal",  
2023-01-23 05:00:00+00:00,"Consumer Health Check  Are We OK? How Credit Card Data Could Provide Some Clues BofA Investing Up To  150M In Middle Income Housing Preservation Fund To Help Preserve 3,000  Affordable Homes","Consumers are & 34 still depressed  despite a bounce in sentiment, Gregory Daco, chief economist at Ernst &amp  Young, recently said. nan"
2023-01-24 05:00:00+00:00,"Final Trades On CNBC  Bank Of America, Advanced Auto Parts, MasTec",nan
2023-01-26 05:00:00+00:00," 100 Invested In Bank of America 10 Years Ago Would Be Worth This Much Today Advance Auto Parts, MasTec, Bank of America And This ETF Are CNBC's 'Final Trades'","  On CNBC s & 34 Halftime Report Final Trades,& 34   Jenny Harrington of Gilman Hill Asset Management said  Advance Auto Parts, Inc.  NYSE  AAP  is trading at 4.1  dividend yiel"
2023-01-30 05:00:00+00:00,"Benzinga's Top Ratings Upgrades, Downgrades For January 31, 2023 LVMH, L'Oréal Mull Stake In Cosmetics Brand Aesop  Report",    
2023-01-31 05:00:00+00:00,"Expert Ratings for Bank of America Atlantic Equities Downgrades Bank of America to Neutral, Announces  40 Price Target",  nan
2023-02-02 05:00:00+00:00,"Oppenheimer Maintains Outperform on Bank of America, Raises Price Target to  53",nan
2023-02-05 05:00:00+00:00,Former Hedge Fund Manager Lists 3 Reasons Berkshire Hathaway Has 'Everything We Look For In A Stock',"Investment expert and former hedge fund manager Whitney Tilson, current president and CEO of Empire Financial Research, presented his bullish thesis on Warren Buffett holding company Berkshire Hathaway Inc  NYSE  BRK A   NYSE  "
2023-02-06 05:00:00+00:00,"If You Invested  1,000 In Bank of America  BAC  Stock At Its COVID 19 Pandemic Low, Here's How Much You'd Have Now",Investors who bought stocks during the COVID 19 market crash in 2020 have generally experienced some big gains in the past two and a half years.
2023-02-07 05:00:00+00:00,"BofA To Offer Financing For Residential Electric Vehicle Chargers General Motors, Bank of America And 2 Other Stocks Insiders Are Selling","nan The Nasdaq dropped by more than 100 points on Monday. Investors, meanwhile, focused on some notable insider trades."
2023-02-08 05:00:00+00:00,"Bank of America  DeFi's Current Functionality Is Just Scratching The Surface Benzinga's Top Ratings Upgrades, Downgrades For February 9, 2023","A report from Bank of America  NYSE  BAC  highlights the current state of decentralized finance  DeFi  in the digital asset market, stating that despite the shift in focus towards projects with real world functionality, DeFi& 39 s current offerings & 34 barely scratch the surface.& 34   "
2023-02-09 05:00:00+00:00,"Bank Of America Sets Record Breaking Year For Patents Granted In 2022 Keefe, Bruyette & Woods Downgrades Bank of America to Underperform, Lowers Price Target to  33",nan nan
2023-02-13 05:00:00+00:00,Cramer  This Big US Bank Stock Can 'Go Much Higher In This Environment',"On CNBC s & 34 Mad Money Lightning Round,& 34  Jim Cramer said  A. O."
2023-02-14 05:00:00+00:00,"B of A Says Slowing Down Hiring And Managing Headcount  Says Headcount Will Drop To About 213,000 In 3 4 Months BofA CEO Says We Are Buying Back Stock",nan nan
2023-02-15 05:00:00+00:00,'Bank Of America Plans Job Cuts In Its Investment Bank As Wall Street Retrenches'   Bloomberg News,nan
2023-02-16 05:00:00+00:00," 1000 Invested In This Stock 10 Years Ago Would Be Worth  3,000 Today", 
2023-02-21 05:00:00+00:00,EXCLUSIVE  Benzinga's Favorite Hedge Funds To Watch During 13F Season,It s hedge fund season.    Hedge funds with more than  100 million in assets are required to file a Form 13F with the U.S. Securities and Exchange Commission  SEC  within 45 days of the end of each calendar quarter. The last deadline was Feb. 14 for the fiscal quarter ending Dec. 31.
2023-02-22 05:00:00+00:00,"Meta's Subscription Model Could Generate  1.7B Revenue By 2024, Bank Of America Says",Meta Platforms Inc s  NASDAQ  META  new verified subscription service could land nearly 12 million subscribers by 2024. 
2023-02-25 05:00:00+00:00,Warren Buffett On Berkshire's Journey From 1 Trick Pony To Owner Of Diversified Businesses  8 Biggest Companies It Has Major Ownership,"Berkshire Hathaway, Inc. s  NYSE  BRK A   NYSE  BRK B  Chairman and CEO Warren Buffett took a trip down memory lane in his "
2023-02-27 05:00:00+00:00,Cryptocurrency Market Booms in 2023  Token Universe Surges 42  To  1.1 Trillion,Bank of America  NYSE  BAC  says the cryptocurrency market had a strong start in 2023.
2023-03-02 05:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session,This whale alert can help traders discover the next big trading opportunities.    Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner.
2023-03-06 05:00:00+00:00,Bank Of America CEO Says Interest Rates To Begin Falling Q2 2024,nan
2023-03-07 05:00:00+00:00,"Banking, Energy Stocks Take Turn For The Worse As Powell Talks Inflation With Senators Who Are Concerned About Job Losses Bank of America Unusual Options Activity Benzinga's Top Ratings Upgrades, Downgrades For March 8, 2023",     
2023-03-08 05:00:00+00:00,"Why Bank Of America  BAC  Shares Are Nosediving Today If You Invested  1,000 In Berkshire Hathaway When Warren Buffett Did, Here's How Much You'd Have Now Analyst Ratings for Bank of America Odeon Capital Downgrades Bank of America to Hold, Announces  35.2 Price Target",Bank of America Corp  NYSE  BAC  shares are trading lower by 5.59  to  30.74 during Thursday& 39 s session. Shares of banks and financial services companies are trading lower amid concerns over rising rates as well as the recent increase in short term yields. Legendary investor Warren Buffett is one of the most established figures in the world of finance.   nan
2023-03-09 05:00:00+00:00,"Stocks That Hit 52 Week Lows On Friday 10 Financials Stocks Whale Activity In Today's Session Rising Interest Rates Squeeze Regional Bank Stocks  'Banks Could Be Forced To Liquidate' Bank of America Unusual Options Activity Portfolio Manager Prefers Option, Bond Overlays To Hedge Big Uncertainty Facing Markets Top 15 Trending Stocks On WallStreetBets As Of Thursday, Mar. 9, 2023  Via Swaggy Stocks ","     On Friday, 497 companies set new 52 week lows.   The shocking downfall of SVB Financial Group  NASDAQ  SIVB  has stolen the spotlight in the banking sector this week, but the banking industry& 39 s woes may be much more serious than    Preferred measures for gauging the strength potential of today& 39 s market are unclear, explains Michael Green, a Simplify portfolio manager and strategist. nan"
2023-03-10 05:00:00+00:00,Bill Ackman Says Government Has 48 Hours To Fix The SVB Mess  'A Soon To Be Irreversible Mistake',"Following the collapse of Silicon Valley Bank, owned by its holding company SVB Financial Group  NASDAQ  SIVB , hedge fund manager Bill Ackman  called for immediate action from the "
2023-03-12 05:00:00+00:00,Goldman Sachs Experts Explain Why Most Banks Don't Share SVB's Vulnerabilities  'The Takeover Neutralized Risk Of Contagion' Why Several Bank Stocks Are Getting Rocked Today 10 Financials Stocks Whale Activity In Today's Session Why Bank Of America  BAC  Shares Are Nosediving To A New 52 Week Low Net Interest Margin  NIM    What Happened At Silicon Valley Bank And SVB ETF Exposure,"  Shares of several banks and financial companies are trading lower following the closure of SVB Financial Group  NASDAQ  SIVB  and Signature Bank  NASDAQ  SBNY , which has sparked fears of contag   Bank of America Corp  NYSE  BAC  shares are trading lower by 5.42  to  28.63. Net interest margin  NIM  is a measure of profitability used to evaluate how much money a financial institution makes from the difference between the interest income it earns on its assets and the interest it pays out to its lenders  such as depositors and bondholders  for its liabilities."
2023-03-13 04:00:00+00:00,"'Democrats, led by Warren and Porter, unveil bill to repeal Trump era bank law'  NBC News Digital Currency Group Searches For A Lifeline As SVB And Crypto Friendly Banks Collapse Crypto VC Digital Currency Group Turns To New Banking Partners After SVB Financial Debacle 'Big Short' Investor Michael Burry On Current Banking Crisis, 'I Am Not Seeing True Danger Here' Top Senate, Top House Democrat Says Congress Will Be Looking Closely At Causes Behind Run On Silicon Valley Bank, Other Banks And How We Can Prevent A Similar Crisis In The Future Looking To Play Berkshire, JP Morgan, Bank Of America To The Downside? This ETF Offers 3X Leverage Top 15 Trending Stocks On WallStreetBets As Of Monday, Mar. 13, 2023  Via Swaggy Stocks  First Republic Bank, Bank of America And Other Big Stocks Moving Lower In Monday's Pre Market Session","nan Prominent crypto conglomerate Digital Currency Group  DCG  is seeking to secure new banking partners for its portfolio companies in the aftermath of the recent collapses of Silicon Valley Bank  NASDAQ        nan The Direxion Financial Bear 3X Shares ETF  NYSE  FAZ  was surging over 10  higher on Monday, with continued bullish momentum following the recent collapse of SVB Financial Group and Signature Bank, which has investors  nan U.S. stock futures traded mixed this morning. Here are some big stocks recording losses in today s pre market trading session.  "
2023-03-14 04:00:00+00:00,"Regional, Big U.S. And Global Banks Shake From SVB Collapse On Wednesday 10 Financials Stocks Whale Activity In Today's Session Stocks That Hit 52 Week Lows On Wednesday 'Bank Of America Has Had More Than  15B In New Deposits Over The Last Couple Of Days Since The Collapse Of Silicon Valley Bank'   Bloomberg Top 15 Trending Stocks On WallStreetBets As Of Tuesday, Mar. 14, 2023  Via Swaggy Stocks  Silicon Valley Bank Failure Prompts Likes For Other Big US Banks Including JP Morgan, Citi Larry Summers Suggests Short Term Steps To Help Government Avoid Contagion   Says SVB Committed 'One Of The Most Elementary Errors...'","         On Wednesday, 479 stocks made new 52 week lows. nan nan     "
2023-03-15 04:00:00+00:00,"JPMorgan, Citi, Bank Of America, Wells Fargo To Deposit Nearly  30B Into First Republic Bank  Deposit Infusion In First Republic Bank Likely To Be Concluded By Thursday First Republic Rallies As Major US Banks Pledge Assistance To Calm Markets Numerous Large Banks In Talks To Deposit Billions Of Dollars In First Republic Bank As Sign Of Confidence  Bank Led Effort Is Supported By U.S. Regulators, Exact Number Of Firms, Amount And Timing Remains In Flux Commodity Futures Trading Commission Says In Contact With Banking Regulators Following The Recent Failures Of Silicon Valley Bank And Signature Bank By The FDIC Of Qualified Financial Contracts From The Failed Banks To Newly Established Bridge Banks Big Banks, Others Discuss Capital Infusion Into First Republic","nan First Republic Bank  NYSE  FRC  may get a substantial capital injection or perhaps a full acquisition from a consortium of large financial institutions, including JP Morgan Chase &amp  Co. nan nan nan"
2023-03-16 04:00:00+00:00,"Bank Of America Is Reportedly Not Interested In Acquiring Signature Bank Markets Dip, Signaling Pause In Rally As Focus Shifts To Next Week's Fed Decision  Analyst Says Brace For More Volatility Near Term Bill Ackman Says Hearing Bank Of America Is Going To Buy Signature Bank On Monday  Unless And Until Uninsured Deposits Are Protected, Cost Of Capital Is Going To Rise For Smaller Banks Why Bank Of America  BAC  Shares Are Nosediving To A New 52 Week Low Check Out What Whales Are Doing With BAC Bank Stocks Rally On 'Too Big To Fail' Narrative As Credit Suisse's Crisis Recedes","nan Risk aversion escalated on Wall Street Friday, with all major indices trading in the red, as investors remain skeptical about the stability of the banking sector in the wake of recent turmoil in the U.S. and Europe.    Cues From Friday& 39 s Trading   nan Bank of America Corp  NYSE  BAC  shares are trading lower by 4.56  to  27.65 Friday morning.   European banking stocks rallied Thursday as the Swiss National Bank pledged to lend Credit Suisse Group AG  NYSE  CS  up to CHF 50 bill"
2023-03-17 04:00:00+00:00,"Ackman Says Bank of America Will Buy Signature Bank Monday, Predicts Crisis Of Confidence","Billionaire investor Bill Ackman said Friday that Bank of America  NYSE  BAC  will buy Signature Bank  NASDAQ  SBNY  on Monday, as bigger systemic banks continue in their efforts to rescue "
2023-03-18 04:00:00+00:00,Keep Calm! Warren Buffett   The Big Daddy Of Investments   Rumored To Step In To Stem Banking Crisis,As the banking crisis in the U.S.
2023-03-19 04:00:00+00:00,"Dimon Leads First Republic Funding Efforts, Stock Tumbles 45  Amid Wild Volatility First Republic Bank Downgraded By S&amp P Further Into Junk Territory Despite  30B Deposit Infusion","Jamie Dimon, CEO at JPMorgan Chase &amp  Co.  NYSE  JPM , is leading talks with other leaders of prominent banks to resolve the First Republic Bank  NYSE  FRC  crisis, the Wall Street Journal   "
2023-03-20 04:00:00+00:00,"Bank Stocks Rally As Yellen Backs US Banking System, Reports Surface Of Treasury Talks For Wider Deposit Backstop Bank Of America Email Says Its Electronic Stocks Desk Stops Trading With Credit Suisse ATS Crossfinder Top 15 Trending Stocks On WallStreetBets As Of Monday, Mar. 20, 2023  Via Swaggy Stocks ","Treasury Secretary Janet Yellen offered some reassuring words for the U.S. banking system Tuesday, while the Treasury Department is reportedly considering options to temporarily guarantee deposits above and beyond the  250,000 FDIC limit. nan nan"
2023-03-21 04:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session This Is What Whales Are Betting On Bank of America S&P 500 Hits 4,000, Bank Stocks Soar, Treasury Yields Rise, As Worries Over Banking Crisis Ease   Traders Await FOMC Benzinga Pro's Top 5 Stocks To Watch For Tuesday, March 21, 2023  META, LULU, BIGB, ONON, DWAC Roundhill Investments Launches ETF With Exposure To Only 6 US Big Banks  Bank of America, Goldman, Citigroup, JP Morgan, Morgan Stanley, Wells Fargo   BIG Bank ETF, Ticker 'BIGB' EXCLUSIVE  Roundhill Launches Big Bank ETF With 6 Holdings, Highlights Diversified Deposits, Stronger Balance Sheets","    It& 39 s a day of deep risk on in markets, with stocks posting strong gains, bonds and gold plunging as Treasury yields climbed, after Treasury Secretary Janet Yellen injected confidence into  nan nan An ETF offering exposure to the six largest U.S. banks launched Tuesday from Roundhill Investments. Here s a look at the ETF, its holdings and why it s important as the banking sector struggles."
2023-03-22 04:00:00+00:00,"Bank Of America Says, Effective March 23, 2023, The Bank Of America N.A. Prime Rate Is 8.0 , Up From 7.75  Prior In Feb. Almost Done  BofA, Goldman Sachs Expect Fed Hiking Cycle To End By Midyear Amid Banking Credit Crunch","nan Bank of America  NYSE  BAC  and Goldman Sachs  NYSE  GS  economists say the Fed will reach the end of its rate hiking cycle in the coming months, as stricter lending standards by commercial banks will diminish pressure fo"
2023-03-23 04:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session Bank Of America Trims Banking, Lending Group Amid Industry Slump  Less Than 200 People Were Offered Roles In Other Parts Of Firm   BNN Bloomberg News US Stocks Cautiously Rebound Amid Positive Economic Data Following Banking Stocks Selloff RBC Capital Maintains Outperform Rating for Bank of America  Here's What You Need To Know Stocks That Hit 52 Week Lows On Friday US Financial Stocks Plummet On Fears of Contagion After Deutsche Bank Selloff Looking At Bank of America's Recent Unusual Options Activity Expert Ratings for Bank of America Benzinga's 'Stock Whisper' Index  5 Stocks Investors Are Secretly Monitoring But Not Talking About Yet Oppenheimer Maintains Outperform on Bank of America, Lowers Price Target to  44","  nan Uncertainty is dominating the market Friday, with renewed concerns over the health of the financial sector.        On Friday, 469 companies hit new 52 week lows. U.S. bank stocks were taking a heavy hit in Friday trading following the sharp pullback in European financial equities, dragged down by the sell off in Deutsche Bank  NYSE  DB .     Investors are on the hunt for undervalued, underfollowed and emerging stocks when it comes to spotting opportunities. Retail traders have countless methods at their disposal to uncover new information. For some, this may be overwhelming. nan"
2023-03-24 04:00:00+00:00,"Cathie Wood Slams Hindenburg For Its 'Wildly Misleading' Short Report on Block, As Ark Steps Up Purchase Of Jack Dorsey Led Company Stock Benzinga Bulls And Bears  Nvidia, Tesla, Block And A Massive Vulnerability Found In Dogecoin's Code BofA  Bubble Expanding Into Money Market Funds As AUM Tops Record Of  5.1 Trillion RBC Capital Maintains Outperform on Bank of America, Lowers Price Target to  34 Why BofA, JPMorgan, Goldman Sachs, Goldman Sachs And Other Bank Stocks Are Down In Premarket Friday","Block, Inc. Benzinga examined the prospects for many investors& 39  favorite stocks over the last week   here& 39 s a look at some of our top stories.  Money market funds will witness the next bubble as investors flee to cash and buy safe short term Treasuries, Bank of America  NYSE  BAC  investment strategist Michael Hartnett predicted in his latest & 39 The Flow Show& 39 . nan Just as sanity was returning in the banking space amid governments  handholding, the turmoil in the credit default swaps of German banking giant Deutsche Bank AG  NYSE  DB  has reignited cont"
2023-03-26 04:00:00+00:00,"Top 15 Trending Stocks On WallStreetBets As Of Monday, Mar. 27, 2023  Via Swaggy Stocks  Why Bank Of America  BAC  Shares Are Rising Chart Wars  What To Watch As First Republic, Bank Of America Pop Higher In This Trend 10 Financials Stocks With Whale Alerts In Today's Session US Banks Face Regulatory Risks Following Silicon Valley Bank Collapse  BofA Names 4 Changes That Could Be Ahead",nan Bank of America Corp  NYSE  BAC  shares are trading higher in sympathy with Silicon Valley Bank  NASDAQ  SIVB  after First Citizens BancShares Inc  Delaware  Class A  NASDAQ   First Republic Bank  NYSE  FRC  and Bank of America Corporation  NYSE  BAC  were trading higher Monday after it was anno   The U.S.
2023-03-27 04:00:00+00:00,"Bank of America Unusual Options Activity For March 28 10 Financials Stocks With Whale Alerts In Today's Session One Of The Best Traders In Congress Sells Shares Of Distressed Regional Bank On Day Of Stock Crash How A  700M Tech VC Firm Was Saved From SVB Collapse, And Why Its CEO Still Banks There Did Warren Buffett Miss Tesla Train At Bargain  200M Valuation? Elon Musk Reminds Investment Guru Of Lost Opportunity Ray Dalio Warns Everybody Is Losing Money  'The World Is Leveraged Long'","    Several banks have collapsed in 2023, including Silvergate Capital  NYSE  SI , Signature Bank  OTC  SBNY  and Silicon Valley Bank, a unit of SVB Financial  NASDAQ   The collapse of Silicon Valley Bank has sounded an alarm for the entire banking sector.  Elon Musk  never misses a chance to highlight a lost opportunity for Warren Buffett  and, apparently, his musings haven t moved the investment great yet. The present economic situation is quite exceptional, with a widespread value mismatch between assets and liabilities in the financial sector, Ray Dalio, the founder of the world& 39 s largest hedge fund, said Monday. "
2023-03-28 04:00:00+00:00,"10 Financials Stocks With Whale Alerts In Today's Session Regeneron Pharmaceuticals, Hess And 1 Of World's Biggest Bank  CNBC's 'Final Trades'","  On CNBC s & 34 Halftime Report Final Trades,& 34   Bryn Talkington  of Requisite Capital Management said she is sticking with  Regeneron Pharmaceuticals, Inc."
2023-03-29 04:00:00+00:00,FDIC Reportedly Mulls Shifting Larger Than Usual Portion Of Bank Collapse Costs To Big Lenders,"The Federal Deposit Insurance Corporation, or FDIC, which is staring at about  23 billion in costs from recent bank collapses, is reportedly mulling to shift a larger than usual portion of the burden to the biggest banks"
2023-04-02 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-04-03 04:00:00+00:00,"What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares Microsoft To Rally Around 9 ? Here Are 10 Other Analyst Forecasts For Monday Wells Fargo Maintains Overweight on Bank of America, Lowers Price Target to  45 Goldman Sachs Maintains Buy on Bank of America, Lowers Price Target to  35","Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower by 3.01  to  27.73 and 2.89  to  36.63, respectively, Tuesday afternoon.   	RBC Capital raised the price target for  Pinterest, Inc.   NYSE  PINS  from  26 to  30. RBC Capital analyst Brad Erickson maintained a Sector Perform rating. Pinterest shares gained 1.5  to  27.68 in pre market trading.   nan nan"
2023-04-04 04:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session, 
2023-04-05 04:00:00+00:00,"Meta Platforms To Rally Over 16 ? Here Are 10 Other Analyst Forecasts For Wednesday Morgan Stanley Maintains Equal Weight on Bank of America, Lowers Price Target to  31 Bank Of America Announces Redemption Of  2.0B Of Floating Rate Senior Notes, Due April 25, 2024",  	Morgan Stanley cut the price target for  Bank of America Corporation   NYSE  BAC  from  37 to  31. Morgan Stanley analyst Betsy Graseck maintained an Equal Weight rating on the stock. Bank of America shares fell 0.4  to  27.87 in pre market trading.   nan nan
2023-04-09 04:00:00+00:00,"JP Morgan Maintains Overweight on Bank of America, Lowers Price Target to  34",nan
2023-04-10 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-04-11 04:00:00+00:00,"Barclays Maintains Overweight on Bank of America, Lowers Price Target to  39 EXCLUSIVE  Tim Quast Sees Markets' Long Sentiment Peaking, Predicts Declines Coming Shortly","nan The founder and CEO of Market Structure Edge, Tim Quast, appeared on Benzinga Premarket Prep earlier this week to provide his thoughts on the markets before the start of the crucial bank earnings season. "
2023-04-12 04:00:00+00:00,Bloomberg Reported Late Tuesday  Big Banks Boost Their Reserves After Offering First Republic Lifeline Last Month,nan
2023-04-13 04:00:00+00:00,"Bank Of America Charges Higher In Tandem With JPMorgan, Citigroup  A Technical Analysis What's Going On With Bank Of America  BAC  Shares Benzinga Pro's Top 10 Stocks To Watch For Thursday, April 13, 2023  AAPL, TSLA, AMZN, MSFT, INTC, META, NFLX, BAC, MCD, FCX JPMorgan, Citigroup  How The Options Market Is Factoring In Potential Moves Ahead Of Q1 Results Tomorrow","Bank of America Corporation  NYSE  BAC  gapped up almost 3  higher on Friday, in tandem with JPMorgan Chase &amp  Co  NYSE  JPM  and Citigroup, Inc  NYSE   Bank of America Corp  NYSE  BAC  shares are trading higher by 3.41  to  29.54 Friday morning in sympathy with JPMorgan Chase &amp  Co  NYSE  JPM  and Wells Fargo &amp  Co  NYSE   nan  "
2023-04-14 04:00:00+00:00,"Inflation Eases, S&P 500 Cools As Banks Kick Off Q1 Earnings Season New York State Common Retirement Fund Urges Shareholders To Vote For Proposals Filed At BofA, JPM, Wells Fargo, Morgan Stanley, Citi, Goldman Sachs   For Time Bound Phase Out Of Lending For New Fossil Fuel Exploration, Development",The SPDR S&amp P 500 ETF Trust  NYSE  SPY  logged a weekly gain following encouraging inflation data and a stronger than expected start to first quarter earnings season. nan
2023-04-16 04:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session Top Wall Street Bets Mentions For Monday April 17. 2023  SPY, SCHW, NVDA, NFLX, MSFT, BAC, TSLA, AMD, AAPL, FRC Big Banks Open The Q1 Earnings Season With A Bang Bank of America Unusual Options Activity For April 17 Earnings Preview  Bank of America","  nan America s biggest banks reported better than expected results on Friday, sending positive signals on how the industry is doing after the collapse of Silicon Valley Bank and New York& 39 s Signature Bank last month.    "
2023-04-17 04:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session S&P 500, Nasdaq, Dow Erase Session Gains After Hawkish Fed Remarks  Investors Now Almost Fully Discount 25bp Hike In May Why Jim Cramer Says Bank Of America Just Reported Its 'Best Quarter Ever' Dow Dips Over 100 Points  Bank of America Earnings Beat Estimates Top Wall Street Bets Mentions For Tuesday April 18, 2023  NVDA, SPY, BAC, AAPL, FRC, TSLA, QQQ, NFLX, MSFT, JPM Bank of America Granted U.S. Patent   11631245  Smart glasses for property evaluation using AI and ML Bank Of America CEO Says Everything Points To A Mild Recession Elon Musk Says US Intel Agencies Had Access To Twitter DMs, Alibaba's Ant IPO Might Actually See Light, Airbus Pushes Some 2024 Deliveries  Today's Top Stories Top 15 Trending Stocks On WallStreetBets As Of Monday, Apr. 17, 2023  Via Swaggy Stocks  S&P 500 Settles Lower But Records Weekly Gain, Market Volatility Decreases","  Tuesday& 39 s session was off to a good start for the U.S. stock market, extending gains from Monday& 39 s closing, until hawkish remarks from Federal Reserve officials came in.  Bank Of America Corp  NYSE  BAC  reported first quarter financial results Tuesday morning. U.S. stocks traded lower midway through trading, with the Dow Jones dropping over 100 points on Tuesday.    The Dow traded down 0.42  to 33,842.93 while the NASDAQ fell 0.10  to 12,146.16. The S&amp P 500, also fell, dropping, 0.14  to 4,145.37. nan nan nan Benzinga    Elon Musk Drops Bombshell  US Intel Agencies Were Reading Your Twitter DMs nan The S&amp P 500 closed lower on Friday following the release of mixed economic reports.    All three major stock indices, however, recorded gains last week. Retail sales in the U.S. dropped 1  month over month in March versus a revised 0.2  decline in February. The University of Michigan consumer sentiment rose to 63.5 in April from 62 in the prior month."
2023-04-18 04:00:00+00:00,"LinkedIn Reveals Top Workplace  Where Amazon and Netflix Rank For Happy Employees 3 Bank of America Analysts Key Takeaways From Q1 Print  'Strong Increase In Its NIM' BMO Capital Maintains Market Perform on Bank of America, Lowers Price Target to  41 RBC Capital Maintains Outperform on Bank of America, Raises Price Target to  35 Tesla, Netflix, Western Alliance, DraftKings, United Airlines  Why These 5 Stocks Are Drawing Investors' Attention Today Top 15 Trending Stocks On WallStreetBets As Of Tuesday, Apr. 18, 2023  Via Swaggy Stocks  Earnings Scheduled For April 18, 2023 Bank Of America shares were trading higher after the company reported better than expected Q1 results, including a 25  increase in net interest income. BofA CFO Expects Headcount To Decline By 3,000 By End Of Q2 Bank of America Outshines Projections  Q1 16  Earnings Beat Fuels Share Price Rally Why Bank Of America Shares Are Gaining Today B of A CFO Expects To Manage Headcount Via Attrition  Says Current Headcount Has Dropped By About 1,000 Employees Closer To 216,000 B of A CFO Expects Loan Growth To Stay In Low Single Digits, Anticipates It To Be A Little Slower Bank Of America CFO Said Sales And Trading Revenue Was Second Highest In A Decade Bank of America Q1 Consumer Banking Revenue Up 21 , Global Wealth And Investment Revenue Down 3 , Global Banking Revenue Up 19 , Global Markets Revenue Up 6  Bank of America Q1 Consumer Banking Client Balances  1.6T, Down 2  From Q4 Bank Of America Q1 Net Interest Income  14.4B, Up 25  Bank Of America Q1 Provision For Credit Losses  931M, Up From  30M YoY Bank of America Q1 EPS  0.94 Beats  0.82 Estimate, Sales  26.39B Beat  25.13B Estimate S&P 500 Settles Higher Ahead Of Big Bank Earnings, Market Volatility Decreases Goldman Sachs, Bank of America And 3 Stocks To Watch Heading Into Tuesday Investor Optimism Improves Ahead Of Major Earnings Reports","   Bank of America Corp  NYSE  BAC  reported upbeat results for the first quarter, a solid start to the earnings season by banking majors. nan nan   nan Companies Reporting Before The Bell      Telefonaktiebolaget L M  NASDAQ ERIC  is expected to report quarterly earnings at  0.05 per share on revenue of  5.85 billion. nan nan Bank of America  NYSE  BAC  outperforms expectations for the first quarter financial results, delivering a 16  positive surprise in earnings per share   0.94 vs.   	Bank of America Corp  NYSE  BAC  shares are up 2  Tuesday morning following its solid first quarter results that surpassed the Street view.   nan nan nan nan nan nan nan nan The S&amp P 500 closed higher on Monday ahead of a heavy week of earnings results from major companies. With US futures trading slightly higher this morning on Tuesday, some of the stocks that may grab investor focus today are as follows    The CNN Money Fear and Greed index showed some improvement in overall sentiment among U.S. investors on Monday.    U.S stocks closed higher on Monday as investors assessed the recent batch of earnings results."
